Year,CountryName,Region,IncomeGroup,NoOfVisitors
2013,Bahrain,Middle East & North Africa,High income,9163000
2013,"Bahamas, The",Latin America & Caribbean,High income,1364000
2013,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,529000
2013,Belarus,Europe & Central Asia,Upper middle income,137000
2013,Belize,Latin America & Caribbean,Upper middle income,294000
2013,Bermuda,North America,High income,236000
2013,Bolivia,Latin America & Caribbean,Lower middle income,798000
2013,Brazil,Latin America & Caribbean,Upper middle income,5813000
2013,Barbados,Latin America & Caribbean,High income,509000
2013,Brunei Darussalam,East Asia & Pacific,High income,225000
2013,Bhutan,South Asia,Lower middle income,116000
2013,Botswana,Sub-Saharan Africa,Upper middle income,1544000
2013,Central African Republic,Sub-Saharan Africa,Low income,0
2013,Canada,North America,High income,16059000
2013,Central Europe and the Baltics,Others,Others,77765714
2013,Switzerland,Europe & Central Asia,High income,8967000
2013,Channel Islands,Europe & Central Asia,High income,0
2013,Chile,Latin America & Caribbean,High income,3576000
2013,China,East Asia & Pacific,Upper middle income,55686000
2013,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,380000
2013,Cameroon,Sub-Saharan Africa,Lower middle income,912000
2013,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,343000
2013,Colombia,Latin America & Caribbean,Upper middle income,2288000
2013,Comoros,Sub-Saharan Africa,Low income,0
2013,Cabo Verde,Sub-Saharan Africa,Lower middle income,503000
2013,Costa Rica,Latin America & Caribbean,Upper middle income,2428000
2013,Caribbean small states,Others,Others,5951000
2013,Cuba,Latin America & Caribbean,Upper middle income,2829000
2013,Curacao,Latin America & Caribbean,High income,441000
2013,Cayman Islands,Latin America & Caribbean,High income,345000
2013,Cyprus,Europe & Central Asia,High income,2405000
2013,Czech Republic,Europe & Central Asia,High income,10300000
2013,Germany,Europe & Central Asia,High income,31545000
2013,Djibouti,Middle East & North Africa,Lower middle income,63000
2013,Dominica,Latin America & Caribbean,Upper middle income,78000
2013,Denmark,Europe & Central Asia,High income,8557000
2013,Dominican Republic,Latin America & Caribbean,Upper middle income,4690000
2013,Algeria,Middle East & North Africa,Upper middle income,2733000
2013,East Asia & Pacific (developing only),Others,Others,141536967
2013,East Asia & Pacific (all income levels),Others,Others,236059812
2013,Europe & Central Asia (developing only),Others,Others,104506170
2013,Europe & Central Asia (all income levels),Others,Others,574386838
2013,Ecuador,Latin America & Caribbean,Upper middle income,1364000
2013,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,9174000
2013,Euro area,Others,Others,327652186
2013,Eritrea,Sub-Saharan Africa,Low income,0
2013,Spain,Europe & Central Asia,High income,60675000
2013,Estonia,Europe & Central Asia,High income,2873000
2013,Ethiopia,Sub-Saharan Africa,Low income,681000
2013,European Union,Others,Others,435085862
2013,Fragile and conflict affected situations,Others,Others,0
2013,Finland,Europe & Central Asia,High income,0
2013,Fiji,East Asia & Pacific,Upper middle income,658000
2013,France,Europe & Central Asia,High income,83634000
2013,Faroe Islands,Europe & Central Asia,High income,0
2013,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,42000
2013,Gabon,Sub-Saharan Africa,Upper middle income,0
2013,United Kingdom,Europe & Central Asia,High income,31063000
2013,Georgia,Europe & Central Asia,Lower middle income,5392000
2013,Ghana,Sub-Saharan Africa,Lower middle income,994000
2013,Guinea,Sub-Saharan Africa,Low income,56000
2013,"Gambia, The",Sub-Saharan Africa,Low income,171000
2013,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2013,Equatorial Guinea,Sub-Saharan Africa,High income,0
2013,Greece,Europe & Central Asia,High income,17920000
2013,Grenada,Latin America & Caribbean,Upper middle income,116000
2013,Greenland,Europe & Central Asia,High income,0
2013,Guatemala,Latin America & Caribbean,Lower middle income,1331000
2013,Guam,East Asia & Pacific,High income,1334000
2013,Guyana,Latin America & Caribbean,Lower middle income,158000
2013,High income,Others,Others,711706926
2013,"Hong Kong SAR, China",East Asia & Pacific,High income,25661000
2013,Honduras,Latin America & Caribbean,Lower middle income,863000
2013,Heavily indebted poor countries (HIPC),Others,Others,19417513
2013,Croatia,Europe & Central Asia,High income,10948000
2013,Haiti,Latin America & Caribbean,Low income,420000
2013,Hungary,Europe & Central Asia,High income,10624000
2013,Indonesia,East Asia & Pacific,Lower middle income,8802000
2013,Isle of Man,Europe & Central Asia,High income,0
2013,India,South Asia,Lower middle income,6968000
2013,Ireland,Europe & Central Asia,High income,8260000
2013,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,4769000
2013,Iraq,Middle East & North Africa,Upper middle income,892000
2013,Iceland,Europe & Central Asia,High income,807000
2013,Israel,Middle East & North Africa,High income,2962000
2013,Italy,Europe & Central Asia,High income,47704000
2013,Jamaica,Latin America & Caribbean,Upper middle income,2008000
2013,Jordan,Middle East & North Africa,Upper middle income,3945000
2013,Japan,East Asia & Pacific,High income,10364000
2013,Kazakhstan,Europe & Central Asia,Upper middle income,4926000
2013,Kenya,Sub-Saharan Africa,Lower middle income,1434000
2013,Kyrgyz Republic,Europe & Central Asia,Lower middle income,3076000
2013,Cambodia,East Asia & Pacific,Low income,4210000
2013,Kiribati,East Asia & Pacific,Lower middle income,5900
2013,St. Kitts and Nevis,Latin America & Caribbean,High income,107000
2013,"Korea, Rep.",East Asia & Pacific,High income,12176000
2013,Kosovo,Europe & Central Asia,Lower middle income,0
2013,Kuwait,Middle East & North Africa,High income,307000
2013,Latin America & Caribbean (developing only),Others,Others,58101249
2013,Lao PDR,East Asia & Pacific,Lower middle income,2700000
2013,Lebanon,Middle East & North Africa,Upper middle income,1274000
2013,Liberia,Sub-Saharan Africa,Low income,0
2013,Libya,Middle East & North Africa,Upper middle income,0
2013,St. Lucia,Latin America & Caribbean,Upper middle income,319000
2013,Latin America & Caribbean (all income levels),Others,Others,79797694
2013,Least developed countries: UN classification,Others,Others,26052343
2013,Low income,Others,Others,18843522
2013,Liechtenstein,Europe & Central Asia,High income,52000
2013,Sri Lanka,South Asia,Lower middle income,1275000
2013,Lower middle income,Others,Others,112339067
2013,Low & middle income,Others,Others,398220620
2013,Lesotho,Sub-Saharan Africa,Lower middle income,433000
2013,Lithuania,Europe & Central Asia,High income,2012000
2013,Luxembourg,Europe & Central Asia,High income,945000
2013,Latvia,Europe & Central Asia,High income,1536000
2013,"Macao SAR, China",East Asia & Pacific,High income,14268000
2013,St. Martin (French part),Latin America & Caribbean,High income,0
2013,Morocco,Middle East & North Africa,Lower middle income,10046000
2013,Monaco,Europe & Central Asia,High income,328000
2013,Moldova,Europe & Central Asia,Lower middle income,11500
2013,Madagascar,Sub-Saharan Africa,Low income,196000
2013,Maldives,South Asia,Upper middle income,1125000
2013,Middle East & North Africa (all income levels),Others,Others,98135710
2013,Mexico,Latin America & Caribbean,Upper middle income,24151000
2013,Marshall Islands,East Asia & Pacific,Upper middle income,0
2013,Middle income,Others,Others,376866154
2013,"Macedonia, FYR",Europe & Central Asia,Upper middle income,400000
2013,Mali,Sub-Saharan Africa,Low income,142000
2013,Malta,Middle East & North Africa,High income,1582000
2013,Myanmar,East Asia & Pacific,Lower middle income,2044000
2013,Middle East & North Africa (developing only),Others,Others,49812837
2013,Montenegro,Europe & Central Asia,Upper middle income,1324000
2013,Mongolia,East Asia & Pacific,Upper middle income,418000
2013,Northern Mariana Islands,East Asia & Pacific,High income,439000
2013,Mozambique,Sub-Saharan Africa,Low income,1886000
2013,Mauritania,Sub-Saharan Africa,Lower middle income,0
2013,Mauritius,Sub-Saharan Africa,Upper middle income,993000
2013,Malawi,Sub-Saharan Africa,Low income,795000
2013,Malaysia,East Asia & Pacific,Upper middle income,25715000
2013,North America,Others,Others,86290000
2013,Namibia,Sub-Saharan Africa,Upper middle income,1176000
2013,New Caledonia,East Asia & Pacific,High income,108000
2013,Niger,Sub-Saharan Africa,Low income,123000
2013,Nigeria,Sub-Saharan Africa,Lower middle income,600000
2013,Nicaragua,Latin America & Caribbean,Lower middle income,1229000
2013,Netherlands,Europe & Central Asia,High income,12783000
2013,High income: nonOECD,Others,Others,172978404
2013,Norway,Europe & Central Asia,High income,4778000
2013,Nepal,South Asia,Low income,798000
2013,New Zealand,East Asia & Pacific,High income,2629000
2013,High income: OECD,Others,Others,540418246
2013,OECD members,Others,Others,602364908
2013,Oman,Middle East & North Africa,High income,1392000
2013,Other small states,Others,Others,10272303
2013,Pakistan,South Asia,Lower middle income,0
2013,Panama,Latin America & Caribbean,Upper middle income,1658000
2013,Peru,Latin America & Caribbean,Upper middle income,3164000
2013,Philippines,East Asia & Pacific,Lower middle income,4681000
2013,Palau,East Asia & Pacific,Upper middle income,105000
2013,Papua New Guinea,East Asia & Pacific,Lower middle income,174000
2013,Poland,Europe & Central Asia,High income,15800000
2013,Puerto Rico,Latin America & Caribbean,High income,3200000
2013,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2013,Portugal,Europe & Central Asia,High income,8097000
2013,Paraguay,Latin America & Caribbean,Upper middle income,610000
2013,Pacific island small states,Others,Others,1112109
2013,French Polynesia,East Asia & Pacific,High income,164000
2013,Qatar,Middle East & North Africa,High income,2611000
2013,Romania,Europe & Central Asia,Upper middle income,8019000
2013,Russian Federation,Europe & Central Asia,High income,30792000
2013,Rwanda,Sub-Saharan Africa,Low income,864000
2013,South Asia,Others,Others,11713154
2013,Saudi Arabia,Middle East & North Africa,High income,15772000
2013,Sudan,Sub-Saharan Africa,Lower middle income,591000
2013,Senegal,Sub-Saharan Africa,Lower middle income,1063000
2013,Singapore,East Asia & Pacific,High income,11899000
2013,Solomon Islands,East Asia & Pacific,Lower middle income,24400
2013,Sierra Leone,Sub-Saharan Africa,Low income,81000
2013,El Salvador,Latin America & Caribbean,Lower middle income,1283000
2013,San Marino,Europe & Central Asia,High income,71000
2013,Somalia,Sub-Saharan Africa,Low income,0
2013,Serbia,Europe & Central Asia,Upper middle income,922000
2013,Sub-Saharan Africa (developing only),Others,Others,36296684
2013,South Sudan,Sub-Saharan Africa,Low income,0
2013,Sub-Saharan Africa (all income levels),Others,Others,36570969
2013,Small states,Others,Others,17172029
2013,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,0
2013,Suriname,Latin America & Caribbean,Upper middle income,249000
2013,Slovak Republic,Europe & Central Asia,High income,0
2013,Slovenia,Europe & Central Asia,High income,2259000
2013,Sweden,Europe & Central Asia,High income,5229000
2013,Swaziland,Sub-Saharan Africa,Lower middle income,968000
2013,Sint Maarten (Dutch part),Latin America & Caribbean,High income,467000
2013,Seychelles,Sub-Saharan Africa,High income,230000
2013,Syrian Arab Republic,Middle East & North Africa,Lower middle income,0
2013,Turks and Caicos Islands,Latin America & Caribbean,High income,291000
2013,Chad,Sub-Saharan Africa,Low income,100000
2013,Togo,Sub-Saharan Africa,Low income,327000
2013,Thailand,East Asia & Pacific,Upper middle income,26547000
2013,Tajikistan,Europe & Central Asia,Lower middle income,208000
2013,Turkmenistan,Europe & Central Asia,Upper middle income,0
2013,Timor-Leste,East Asia & Pacific,Lower middle income,79000
2013,Tonga,East Asia & Pacific,Upper middle income,45000
2013,Trinidad and Tobago,Latin America & Caribbean,High income,434000
2013,Tunisia,Middle East & North Africa,Upper middle income,6269000
2013,Turkey,Europe & Central Asia,Upper middle income,37795000
2013,Tuvalu,East Asia & Pacific,Upper middle income,1300
2013,Tanzania,Sub-Saharan Africa,Low income,1063000
2013,Uganda,Sub-Saharan Africa,Low income,1206000
2013,Ukraine,Europe & Central Asia,Lower middle income,24671000
2013,Upper middle income,Others,Others,264551804
2013,Uruguay,Latin America & Caribbean,High income,2683000
2013,United States,North America,High income,69995000
2013,Uzbekistan,Europe & Central Asia,Lower middle income,1969000
2013,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,72000
2013,"Venezuela, RB",Latin America & Caribbean,High income,986000
2013,Virgin Islands (U.S.),Latin America & Caribbean,High income,570000
2013,Vietnam,East Asia & Pacific,Lower middle income,7572000
2013,Vanuatu,East Asia & Pacific,Lower middle income,110000
2013,West Bank and Gaza,Middle East & North Africa,Lower middle income,545000
2013,World,Others,Others,1124290652
2013,Samoa,East Asia & Pacific,Lower middle income,116000
2013,"Yemen, Rep.",Middle East & North Africa,Lower middle income,990000
2013,South Africa,Sub-Saharan Africa,Upper middle income,9537000
2013,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,191000
2013,Zambia,Sub-Saharan Africa,Lower middle income,915000
2013,Zimbabwe,Sub-Saharan Africa,Low income,1833000
2014,Aruba,Latin America & Caribbean,High income,1072000
2014,Andorra,Europe & Central Asia,High income,2363000
2014,Afghanistan,South Asia,Low income,0
2014,Angola,Sub-Saharan Africa,Upper middle income,595000
2014,Albania,Europe & Central Asia,Upper middle income,3341000
2014,Arab World,Others,Others,99447200
2014,United Arab Emirates,Middle East & North Africa,High income,0
2014,Argentina,Latin America & Caribbean,High income,5931000
2014,Armenia,Europe & Central Asia,Lower middle income,1204000
2014,American Samoa,East Asia & Pacific,Upper middle income,21600
